104,297,115,106,9,117,0,0,0,0,0,0,0,0,0,0
199,203,43,54,143,137,197,302,284,0,0,0,0,0,0,0
3,211,268,303,308,16,307,212,218,15,269,7,217,0,0,0
248,44,49,292,290,24,45,0,0,0,0,0,0,0,0,0
100,105,113,112,0,0,0,0,0,0,0,0,0,0,0,0
249,127,56,128,258,126,0,0,0,0,0,0,0,0,0,0
238,82,155,158,245,83,0,0,0,0,0,0,0,0,0,0
1,184,233,188,255,232,13,0,0,0,0,0,0,0,0,0
325,321,319,194,324,193,192,186,274,0,0,0,0,0,0,0
36,87,219,107,91,88,213,0,0,0,0,0,0,0,0,0
142,136,270,97,151,278,149,106,182,0,0,0,0,0,0,0
34,150,98,291,26,32,141,137,140,0,0,0,0,0,0,0
146,199,17,197,0,0,0,0,0,0,0,0,0,0,0,0
262,74,77,8,237,73,255,235,4,12,7,238,261,0,0,0
31,148,21,325,132,162,326,22,0,0,0,0,0,0,0,0
265,299,233,232,231,267,123,295,290,269,0,0,0,0,0,0
28,172,171,117,214,29,176,25,24,0,0,0,0,0,0,0
130,287,292,286,303,288,128,304,81,129,0,0,0,0,0,0
87,300,217,208,88,221,302,224,192,184,0,0,0,0,0,0
193,183,187,144,58,99,107,188,135,57,145,0,0,0,0,0
287,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,279,70,50,275,182,74,53,277,0,0,0,0,0,0,0
86,269,289,0,0,0,0,0,0,0,0,0,0,0,0,0
52,51,308,47,0,0,0,0,0,0,0,0,0,0,0,0
155,161,23,0,0,0,0,0,0,0,0,0,0,0,0,0
87,174,168,238,0,0,0,0,0,0,0,0,0,0,0,0
13,201,187,199,196,8,0,0,0,0,0,0,0,0,0,0
128,64,130,146,65,129,66,264,151,248,68,0,0,0,0,0
233,297,7,288,232,45,286,14,43,15,49,231,0,0,0,0
180,167,134,268,131,269,137,231,0,0,0,0,0,0,0,0
307,308,88,178,87,237,89,165,305,0,0,0,0,0,0,0
99,224,181,214,109,172,216,171,25,0,0,0,0,0,0,0
106,249,169,220,177,170,0,0,0,0,0,0,0,0,0,0
30,270,158,157,28,272,273,291,0,0,0,0,0,0,0,0
175,266,137,267,173,265,179,252,140,149,248,269,259,255,0,0
245,185,190,28,33,235,184,19,229,237,34,182,234,232,0,0
74,75,199,293,70,0,0,0,0,0,0,0,0,0,0,0
162,208,157,128,126,218,209,100,158,117,129,113,108,127,222,0
195,31,29,257,32,251,23,189,290,291,193,188,0,0,0,0
284,85,6,286,4,172,167,80,299,83,170,174,11,86,0,0
13,214,3,169,165,24,212,22,180,221,5,25,10,0,0,0
66,289,67,181,39,287,37,63,38,41,301,168,64,0,0,0
187,123,14,17,319,191,322,325,194,324,186,12,0,0,0,0
307,58,305,88,89,97,104,91,62,99,59,90,306,304,0,0
127,97,130,45,44,0,0,0,0,0,0,0,0,0,0,0
135,168,176,194,180,172,143,114,0,0,0,0,0,0,0,0
2,16,270,154,229,233,162,9,0,0,0,0,0,0,0,0
122,74,305,80,81,82,0,0,0,0,0,0,0,0,0,0
267,185,269,199,188,189,268,197,0,0,0,0,0,0,0,0
208,209,20,29,1,5,25,93,0,0,0,0,0,0,0,0
326,187,60,322,186,234,0,0,0,0,0,0,0,0,0,0
218,37,221,44,50,214,27,216,43,23,0,0,0,0,0,0
165,177,169,117,103,131,128,0,0,0,0,0,0,0,0,0
181,274,278,167,174,139,0,0,0,0,0,0,0,0,0,0
63,175,171,12,17,7,0,0,0,0,0,0,0,0,0,0
20,189,24,26,15,321,0,0,0,0,0,0,0,0,0,0
166,218,209,270,172,256,212,174,249,0,0,0,0,0,0,0
196,66,31,34,58,29,68,57,203,19,0,0,0,0,0,0
98,264,272,263,280,0,0,0,0,0,0,0,0,0,0,0
141,109,152,77,140,0,0,0,0,0,0,0,0,0,0,0
217,219,81,80,222,0,0,0,0,0,0,0,0,0,0,0
185,108,267,266,104,248,269,259,265,106,0,0,0,0,0,0
40,25,32,36,42,135,30,0,0,0,0,0,0,0,0,0
307,251,305,261,252,257,232,233,0,0,0,0,0,0,0,0
212,25,26,66,305,64,68,217,303,67,29,34,216,0,0,0
127,182,126,158,169,155,166,179,130,175,185,129,0,0,0,0
9,220,221,224,238,14,5,8,213,240,0,0,0,0,0,0
6,31,302,21,172,178,292,289,13,293,165,0,0,0,0,0
23,15,189,122,20,190,194,119,195,0,0,0,0,0,0,0
76,321,325,133,91,92,326,0,0,0,0,0,0,0,0,0
201,82,102,200,199,186,0,0,0,0,0,0,0,0,0,0
219,209,44,48,103,260,114,218,250,118,211,52,50,0,0,0
43,270,136,49,301,148,287,141,274,0,0,0,0,0,0,0
291,267,39,268,295,299,285,0,0,0,0,0,0,0,0,0
194,211,219,185,55,48,49,50,186,212,0,0,0,0,0,0
118,284,26,47,285,292,286,117,0,0,0,0,0,0,0,0
158,273,265,64,267,63,157,268,65,278,0,0,0,0,0,0
85,237,229,240,82,258,84,0,0,0,0,0,0,0,0,0
93,7,275,8,87,0,0,0,0,0,0,0,0,0,0,0
6,177,2,262,167,17,0,0,0,0,0,0,0,0,0,0
190,224,187,74,124,182,216,193,222,0,0,0,0,0,0,0
321,59,40,322,35,57,203,41,196,39,0,0,0,0,0,0
97,115,128,0,0,0,0,0,0,0,0,0,0,0,0,0
189,39,292,38,182,297,184,36,37,0,0,0,0,0,0,0
24,32,33,26,180,48,300,172,53,0,0,0,0,0,0,0
129,83,221,127,276,126,273,81,0,0,0,0,0,0,0,0
290,168,296,177,174,102,299,75,0,0,0,0,0,0,0,0
216,306,237,217,93,214,212,0,0,0,0,0,0,0,0,0
268,167,319,267,269,0,0,0,0,0,0,0,0,0,0,0
181,132,134,0,0,0,0,0,0,0,0,0,0,0,0,0
211,224,193,183,0,0,0,0,0,0,0,0,0,0,0,0
252,257,22,294,29,18,0,0,0,0,0,0,0,0,0,0
183,188,300,271,294,98,189,0,0,0,0,0,0,0,0,0
306,28,133,147,307,303,127,145,34,0,0,0,0,0,0,0
182,52,184,194,54,185,272,222,212,278,0,0,0,0,0,0
24,325,22,20,180,293,286,284,321,0,0,0,0,0,0,0
119,237,250,173,234,177,260,122,0,0,0,0,0,0,0,0
85,82,1,4,149,267,268,141,9,132,266,0,0,0,0,0
203,197,251,23,92,87,256,25,0,0,0,0,0,0,0,0
29,249,161,100,247,157,262,18,26,110,0,0,0,0,0,0
285,77,13,74,3,301,292,0,0,0,0,0,0,0,0,0
55,82,191,182,280,193,0,0,0,0,0,0,0,0,0,0
250,3,169,10,6,220,253,255,224,0,0,0,0,0,0,0
158,155,162,1,12,5,78,0,0,0,0,0,0,0,0,0
124,38,126,129,40,36,290,0,0,0,0,0,0,0,0,0
307,214,62,61,11,16,304,0,0,0,0,0,0,0,0,0
9,151,31,141,0,0,0,0,0,0,0,0,0,0,0,0
291,177,181,231,298,178,232,0,0,0,0,0,0,0,0,0
22,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,171,321,325,139,268,322,152,266,324,0,0,0,0,0,0
152,30,187,21,193,255,29,28,0,0,0,0,0,0,0,0
203,168,201,196,199,99,113,110,103,64,0,0,0,0,0,0
2,324,321,209,0,0,0,0,0,0,0,0,0,0,0,0
175,57,177,266,56,233,269,61,0,0,0,0,0,0,0,0
180,183,169,114,147,167,109,0,0,0,0,0,0,0,0,0
118,272,82,276,80,140,279,115,135,85,0,0,0,0,0,0
176,253,252,173,250,262,185,46,0,0,0,0,0,0,0,0
219,214,27,42,47,33,77,49,48,73,21,216,0,0,0,0
232,231,233,271,303,142,229,274,304,308,148,0,0,0,0,0
124,235,44,122,321,119,121,238,319,245,324,0,0,0,0,0
43,151,260,147,53,59,262,131,58,0,0,0,0,0,0,0
146,129,127,93,126,90,128,134,92,0,0,0,0,0,0,0
23,199,202,39,18,203,0,0,0,0,0,0,0,0,0,0
212,258,172,152,261,178,176,208,251,166,0,0,0,0,0,0
169,267,174,268,29,25,32,177,269,171,67,0,0,0,0,0
135,167,173,168,170,186,143,100,141,0,0,0,0,0,0,0
185,50,262,251,183,258,184,0,0,0,0,0,0,0,0,0
137,136,172,169,217,117,0,0,0,0,0,0,0,0,0,0
186,296,187,64,182,298,139,288,152,294,0,0,0,0,0,0
80,28,86,105,107,114,30,85,83,0,0,0,0,0,0,0
201,202,144,37,138,199,280,36,40,0,0,0,0,0,0,0
266,23,188,268,44,24,189,20,267,34,48,0,0,0,0,0
305,279,275,270,322,278,307,324,22,0,0,0,0,0,0,0
238,240,245,130,165,135,180,176,126,235,171,147,0,0,0,0
209,211,222,255,62,248,14,261,0,0,0,0,0,0,0,0
55,53,1,52,4,6,43,145,12,90,92,87,91,0,0,0
193,52,131,135,11,9,0,0,0,0,0,0,0,0,0,0
250,34,264,23,196,117,199,0,0,0,0,0,0,0,0,0
35,73,74,154,37,41,157,78,298,0,0,0,0,0,0,0
47,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,98,21,209,32,109,19,118,104,190,0,0,0,0,0,0
56,130,269,271,127,268,273,62,61,126,267,129,0,0,0,0
305,12,261,16,306,7,254,232,6,304,307,233,0,0,0,0
5,14,217,4,170,325,224,211,173,214,0,0,0,0,0,0
53,211,113,217,193,49,114,99,0,0,0,0,0,0,0,0
238,129,130,248,128,48,245,234,52,259,0,0,0,0,0,0
90,192,21,23,0,0,0,0,0,0,0,0,0,0,0,0
54,46,31,303,306,305,32,304,42,66,63,0,0,0,0,0
267,256,254,171,169,155,258,268,0,0,0,0,0,0,0,0
78,218,6,224,75,170,1,12,180,4,73,165,0,0,0,0
278,168,34,276,167,19,29,28,270,271,179,166,0,0,0,0
142,137,213,138,233,189,209,141,216,0,0,0,0,0,0,0
202,124,123,263,39,203,196,38,201,35,36,262,0,0,0,0
58,84,85,81,253,80,175,174,0,0,0,0,0,0,0,0
287,3,6,39,36,37,15,0,0,0,0,0,0,0,0,0
47,186,194,291,51,49,247,43,0,0,0,0,0,0,0,0
165,169,201,113,197,202,166,321,324,0,0,0,0,0,0,0
188,178,17,90,7,16,87,180,91,175,183,177,10,0,0,0
129,128,229,161,1,11,126,14,155,0,0,0,0,0,0,0
305,172,170,279,181,65,271,171,304,306,303,0,0,0,0,0
81,54,50,86,80,218,46,84,222,53,0,0,0,0,0,0
238,266,269,219,108,234,245,102,224,235,0,0,0,0,0,0
52,143,70,76,44,133,259,138,45,0,0,0,0,0,0,0
9,174,275,5,173,61,0,0,0,0,0,0,0,0,0,0
4,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,188,73,190,0,0,0,0,0,0,0,0,0,0,0,0
287,289,184,59,115,292,0,0,0,0,0,0,0,0,0,0
218,229,221,208,219,233,68,231,232,82,0,0,0,0,0,0
217,319,322,325,324,209,211,0,0,0,0,0,0,0,0,0
128,127,161,23,0,0,0,0,0,0,0,0,0,0,0,0
28,268,306,252,308,303,0,0,0,0,0,0,0,0,0,0
249,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,46,104,0,0,0,0,0,0,0,0,0,0,0,0,0
47,80,250,45,0,0,0,0,0,0,0,0,0,0,0,0
51,299,91,52,55,50,0,0,0,0,0,0,0,0,0,0
170,242,252,165,263,0,0,0,0,0,0,0,0,0,0,0
66,11,294,0,0,0,0,0,0,0,0,0,0,0,0,0
266,265,203,202,268,269,74,196,197,0,0,0,0,0,0,0
37,325,229,296,291,319,321,0,0,0,0,0,0,0,0,0
180,162,155,43,168,0,0,0,0,0,0,0,0,0,0,0
1,116,308,290,108,12,304,6,101,0,0,0,0,0,0,0
251,248,115,264,254,112,0,0,0,0,0,0,0,0,0,0
10,183,99,106,2,117,0,0,0,0,0,0,0,0,0,0
66,171,81,158,174,0,0,0,0,0,0,0,0,0,0,0
37,293,128,50,130,129,299,126,38,0,0,0,0,0,0,0
92,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,109,152,140,300,6,0,0,0,0,0,0,0,0,0,0
167,267,166,266,172,276,280,268,0,0,0,0,0,0,0,0
193,224,146,74,0,0,0,0,0,0,0,0,0,0,0,0
30,307,303,245,20,178,24,306,304,0,0,0,0,0,0,0
302,297,326,324,49,321,194,45,0,0,0,0,0,0,0,0
134,175,133,181,148,15,180,17,32,151,0,0,0,0,0,0
279,119,203,277,145,124,200,142,0,0,0,0,0,0,0,0
66,28,238,234,73,237,74,25,245,0,0,0,0,0,0,0
193,195,127,126,167,166,182,165,187,129,0,0,0,0,0,0
12,199,247,263,196,7,249,200,0,0,0,0,0,0,0,0
33,224,27,52,29,211,18,0,0,0,0,0,0,0,0,0
256,261,172,17,175,176,260,248,179,0,0,0,0,0,0,0
253,264,97,0,0,0,0,0,0,0,0,0,0,0,0,0
